GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1834226285	2023-10-19 17:17:24.102578	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Unnamed Road, Naredi, Gujarat, IN (23.681, 68.663)	L27208416	P	23.6807805	68.6625396	2023-09-24	10:06:00	obsr1055226	S150614828	Incidental	P20	EBIRD				4	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834448410	2023-12-11 08:49:39.292755	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T26G1	L27228465	P	23.7602597	70.6724927	2023-09-23	06:43:00	obsr2681904	S150638507	Traveling	P22	EBIRD	60	1.050		4	1	G10884652	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890179344	2023-12-04 12:59:28.030093	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T22G3	L27226204	P	23.7653350	69.8318380	2023-09-23	08:53:00	obsr4399854	S155739361	Traveling	P22	EBIRD	81	1.004		3	1	G10884025	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834244380	2023-10-19 03:58:30.556702	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Devisar village and Khandavara pir,Banni,Kutch	L9887187	H	23.4053654	69.3323552	2023-09-24	06:52:00	obsr667026	S150616402	Traveling	P22	EBIRD	210	15.305		8	1	G10883724	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834305824	2023-12-11 08:49:37.092449	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				10					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T9G7	L27225674	P	23.2311508	68.9791786	2023-09-24	07:05:00	obsr2121818	S150621853	Traveling	P22	EBIRD_IND	60	1.000		3	1	G10883773	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1831977617	2023-10-30 18:29:11.059583	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				12					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Bojardo Road, Kachchh, Gujarat, IN (23.54, 69.816)	L27180963	P	23.5397221	69.8156201	2023-09-21	07:24:00	obsr2061595	S150389130	Traveling	P22	EBIRD	84	13.480		4	1	G10871939	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1823207338	2023-10-24 11:21:11.776523	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Hobay-Lodai Road	L21234089	H	23.3678042	69.8910809	2023-09-10	06:45:00	obsr1165592	S149499505	Historical	P62	EBIRD	30	2.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1828808485	2023-10-14 14:12:53.769512	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				15					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Unnamed Road, Kachchh, Gujarat, IN (23.427, 69.364)	L27123289	P	23.4270783	69.3638767	2023-09-17	08:35:00	obsr685324	S150077688	Traveling	P22	EBIRD	8	1.290		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833438042	2023-10-20 15:08:28.775776	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				15					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Pandhro Subhashpar Highway, Kachchh, Gujarat, IN (23.628, 68.856)	L27209207	P	23.6277877	68.8556807	2023-09-23	13:44:00	obsr1760253	S150535250	Traveling	P22	EBIRD	33	12.310		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834447902	2023-09-24 09:56:26.63337	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				5					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Amarapar, Gujarat, IN (23.906, 70.449)	L27227323	P	23.9063171	70.4493410	2023-09-24	11:27:00	obsr2681904	S150638510	Traveling	P22	EBIRD	29	2.740		3	1	G10884533	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832670266	2023-09-22 05:44:38.237778	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Sarspar, Gujarat, IN (23.346, 69.693)	L27193758	P	23.3459068	69.6927200	2023-09-21	18:14:00	obsr391659	S150458395	Traveling	P22	EBIRD_IND	3	0.110		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1824965933	2023-10-25 05:26:55.263814	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Banni Grassland Hobay Road GRK	L27107967	P	23.3600562	69.8754817	2023-09-12	08:00:00	obsr1165592	S149688948	Historical	P62	EBIRD	30		2.0234	4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833416735	2023-10-19 04:12:10.999897	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					T19_G3	L27208414	P	23.0093189	69.7725046	2023-09-23	11:24:00	obsr3568757	S150533275	Traveling	P22	EBIRD_IND	46	1.000		4	1	G10878343	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890177334	2023-12-04 12:59:22.656778	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC_Team23_Grid3	L27247961	P	23.4111640	69.8413640	2023-09-24	07:30:00	obsr4399854	S155739272	Traveling	P22	EBIRD_IND	39	1.011		3	1	G10891945	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832619487	2023-10-20 10:55:08.419087	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Mundra - Bhuj Road, Kachchh, Gujarat, IN (23.04, 69.613)	L27192716	P	23.0397406	69.6129376	2023-09-22	08:13:00	obsr391659	S150453661	Stationary	P21	EBIRD_IND	15			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833409185	2023-10-20 12:47:47.079091	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Naliya - Kothara - Bhuj Highway, Nani Vandh, Gujarat, IN (23.163, 68.91)	L27208739	P	23.1628093	68.9103817	2023-09-23	09:45:00	obsr494050	S150533471	Stationary	P21	EBIRD_IND	10			3	1	G10878364	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890177268	2023-12-04 12:59:22.384142	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				7					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T25G8	L27245209	P	23.8999226	70.2056987	2023-09-24	11:30:00	obsr4399854	S155739268	Traveling	P22	EBIRD	39	0.800		3	1	G10892122	0	1	0		Unable to proceed further.		
URN:CornellLabOfOrnithology:EBIRD:OBS1835411400	2023-09-25 11:49:02.447009	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					NH 341, Kachchh IN-GJ 23.38081, 69.70611	L27248617	P	23.3808150	69.7061090	2023-09-22	09:52:00	obsr512830	S150737026	Traveling	P22	EBIRD_IND	27	0.571		7	1	G10891812	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835891695	2023-09-26 04:51:36.483369	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC_Team23_Grid2	L27248743	P	23.4190980	69.7351250	2023-09-23	16:54:00	obsr794141	S150783893	Traveling	P22	EBIRD_IND	32	1.272		3	1	G10891942	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1823221340	2023-12-11 08:50:33.929487	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Banni Grasslands--Lodai	L5372104	H	23.4383142	69.9236441	2023-09-08	16:15:00	obsr369075	S149500632	Traveling	P22	EBIRD	184	15.000		8	1	G10818891	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890180366	2023-12-04 12:59:29.840318	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Passage Migrant Bird Count - 2023 T13G3	L27216857	P	22.8463471	69.3094444	2023-09-23	16:31:00	obsr4399854	S155739400	Traveling	P22	EBIRD	48	1.000		3	1	G10880284	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833450214	2023-12-11 08:49:33.49472	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T30G6	L27209557	P	23.3982279	70.5049267	2023-09-23	10:20:00	obsr1065391	S150536432	Traveling	P22	EBIRD	45	1.000		3	1	G10878507	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1822361411	2023-09-09 03:19:19.798745	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Vang, Kutch (OBI)	L14877474	H	23.5107540	69.4092180	2023-09-09	06:49:00	obsr2861579	S149412364	Traveling	P22	EBIRD	241	21.430		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834190805	2023-09-26 03:00:50.059696	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T4G7 Lakhpat, Kachchh IN-GJ 23.62047, 68.84601	L27225157	P	23.6204730	68.8460080	2023-09-24	08:30:00	obsr753720	S150612693	Traveling	P22	EBIRD	57	1.141		4	1	G10894801	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835187214	2023-12-11 08:49:40.27508	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T30G5	L27244483	P	23.3454316	70.3930946	2023-09-24	10:23:00	obsr3561725	S150710655	Traveling	P22	EBIRD	55	1.010		3	1	G10890533	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833413887	2023-12-11 08:49:32.63648	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				7					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T9G6	L27208680	P	23.2047074	68.8555267	2023-09-23	07:20:00	obsr494050	S150533197	Traveling	P22	EBIRD_IND	38	1.000		3	1	G10878340	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1845928882	2023-10-19 14:19:26.054944	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Nakhatrana, Kachchh IN-GJ 23.46023, 69.29429	L27212223	P	23.4602330	69.2942890	2023-09-23	17:13:00	obsr3105522	S151775949	Traveling	P22	EBIRD	36	11.300		8	1	G10879117	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890177291	2023-12-04 12:59:22.439857	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC_Team23Grid7	L27247617	P	23.7181110	69.7841170	2023-09-23	07:51:00	obsr4399854	S155739269	Traveling	P22	EBIRD_IND	26	1.090		3	1	G10891937	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1837223657	2023-12-11 08:49:41.576386	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Chippar point	L27259464	P	23.9085280	70.4630950	2023-09-26	16:52:00	obsr4432559	S150912089	Traveling	P22	EBIRD	53	2.188		5	1	G10899367	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890179698	2023-12-04 12:59:28.649216	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC_23 T5G5	L27225756	P	23.5330550	69.0942070	2023-09-24	11:00:00	obsr4399854	S155739373	Traveling	P22	EBIRD_IND	30	1.000		2	1	G10883961	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832690166	2023-12-11 08:50:19.913937	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Banni Grasslands--Hodka	L4277454	H	23.6707922	69.6005988	2023-09-22	11:07:00	obsr1326084	S150459884	Traveling	P22	EBIRD_IND	37	1.270		4	1	G10874243	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833741282	2023-09-23 12:43:09.15504	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Unnamed Road, Charopdi Moti, Gujarat, IN (23.35, 68.707)	L27215666	P	23.3500863	68.7071505	2023-09-23	08:00:00	obsr701947	S150569808	Incidental	P20	EBIRD				2	0	G10880086	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834202795	2023-10-30 18:30:03.366023	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Desalpar-Davri Road, Kachchh, Gujarat, IN (23.742, 70.666)	L27225263	P	23.7416165	70.6655838	2023-09-24	07:16:00	obsr2681904	S150613252	Traveling	P22	EBIRD	15	11.020		3	1	G10883634	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832618550	2023-12-11 08:49:58.488329	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Devisar Tank	L3779309	H	23.3825671	69.7049284	2023-09-22	10:35:00	obsr2395706	S150454236	Stationary	P21	EBIRD_IND	15			4	1	G10874242	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834660984	2023-12-11 08:49:39.850142	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				11					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Abdasa, Kachchh IN-GJ 23.21563, 68.85957	L27229193	P	23.2156250	68.8595660	2023-09-24	16:15:00	obsr1777443	S150661614	Traveling	P22	EBIRD	113	8.887		1	1	G10886574	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890180871	2023-12-11 08:49:34.659934	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T9G3	L27212614	P	23.1376983	68.7831005	2023-09-23	16:12:00	obsr4399854	S155739423	Traveling	P22	EBIRD_IND	45	1.000		3	1	G10879172	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1838719062	2023-10-30 18:32:56.99142	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				X					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Khavda-Dholovira Road	L17257710	H	23.8200554	69.9944316	2023-09-30	09:30:00	obsr680862	S151062380	Traveling	P22	EBIRD_IND	30	2.000		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833760465	2023-10-24 23:16:36.881443	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC23_T13G8	L27257095	P	22.9102874	69.2022391	2023-09-23	06:58:00	obsr1497019	S150571533	Traveling	P22	EBIRD	60	1.000		3	1	G10880188	0	1	0		&#x1f324;--Few clouds--Temperature: 28°C--Wind: 18km/h--Wind Direction: SW--Cloud Cover: 16%--Humidity: 89%--Pressure: 1006 - 1007 hPa--Sunrise: 6:42am--Sunset: 6:49pm--Weather generated by <a href="https://raincrow.netlify.app/">RainCrow</a>		
URN:CornellLabOfOrnithology:EBIRD:OBS1834363054	2023-09-24 07:54:45.422368	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Khavda-Jamkundaliya Road, Ratadiya, Gujarat, IN (23.843, 69.796)	L27227296	P	23.8430079	69.7957116	2023-09-24	13:56:00	obsr1430296	S150627525	Traveling	P22	EBIRD	13	10.130		3	1	G10884536	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834446107	2023-09-24 09:55:21.782665	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Nakhatrana, Kachchh IN-GJ 23.42728, 69.36350	L27227238	P	23.4272830	69.3635000	2023-09-23	13:41:00	obsr1419186	S150638381	Stationary	P21	EBIRD_IND	20			3	1	G10885088	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832625120	2023-10-20 14:31:32.833088	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				30					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Kotay-Dhirang Road, Fulay, Gujarat, IN	L27156073	P	23.3958810	69.8158357	2023-09-21	16:42:00	obsr485649	S150454381	Traveling	P22	EBIRD	123	0.130		4	1	G10874230	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1838629785	2023-10-19 01:14:42.360697	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				11					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T17G1	L27227826	P	23.4379150	69.5800970	2023-09-24	12:47:00	obsr543478	S151051650	Traveling	P22	EBIRD_IND	63	2.076		2	1	G10910218	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835407195	2023-09-25 11:49:02.447009	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					NH 341, Kachchh IN-GJ 23.38081, 69.70611	L27248617	P	23.3808150	69.7061090	2023-09-22	09:52:00	obsr1391386	S150736724	Traveling	P22	EBIRD_IND	27	0.571		7	1	G10891812	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835187254	2023-12-11 08:49:40.259073	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T30G5	L27244483	P	23.3454316	70.3930946	2023-09-24	10:23:00	obsr1065391	S150710656	Traveling	P22	EBIRD	55	1.010		3	1	G10890533	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834357869	2023-12-11 08:49:39.266847	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T26G1	L27228465	P	23.7602597	70.6724927	2023-09-23	06:43:00	obsr1430296	S150627120	Traveling	P22	EBIRD	60	1.050		4	1	G10884652	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1841893086	2023-10-06 10:31:04.581107	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				10					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T22G7	L27226243	P	23.8480680	69.7747490	2023-09-24	07:21:00	obsr3538850	S151379332	Traveling	P22	EBIRD	63	1.001		3	1	G10884022	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1838000393	2023-10-19 13:24:49.404953	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T15G6	L27224448	P	23.1723600	69.5786685	2023-09-24	07:01:00	obsr1482325	S150989098	Traveling	P22	EBIRD_IND	39	1.120		3	1	G10884078	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834697960	2023-12-11 08:48:42.571746	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Roha Fort Forest	L14876854	H	23.2001430	69.2683180	2023-09-24	17:15:00	obsr2121818	S150664970	Traveling	P22	EBIRD_IND	85	1.500		6	1	G10885044	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1845928075	2023-10-09 02:31:13.792828	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Dilip Khatau's vadi (farm), Nani Aral (OBI)	L15179933	H	23.4122240	69.3098120	2023-09-24	10:29:00	obsr3105522	S151775946	Traveling	P22	EBIRD	24	3.616		8	1	G10883939	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834237557	2023-10-20 10:35:04.105257	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T12G5	L27225372	P	23.2446567	69.2491133	2023-09-24	06:37:00	obsr1996915	S150615896	Traveling	P22	EBIRD	73	1.010		3	1	G10883858	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834255627	2023-10-20 16:19:47.678627	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				5					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T22G5	L27226258	P	23.8705690	69.7711360	2023-09-24	10:29:00	obsr645135	S150617659	Traveling	P22	EBIRD	43	0.999		3	1	G10884021	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890177866	2023-12-11 08:49:40.300659	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T30G5	L27244483	P	23.3454316	70.3930946	2023-09-24	10:23:00	obsr4399854	S155739291	Traveling	P22	EBIRD	55	1.010		3	1	G10890533	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1838001268	2023-12-11 08:49:30.819571	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T15G4	L27207282	P	23.1356878	69.4733194	2023-09-23	07:16:00	obsr1482325	S150989105	Traveling	P22	EBIRD_IND	57	1.020		3	1	G10878242	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834214005	2023-10-19 14:14:42.240425	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Kunathia, Gujarat, IN (23.228, 68.973)	L27225496	P	23.2283769	68.9733372	2023-09-24	09:07:00	obsr741924	S150614151	Traveling	P22	EBIRD	30	0.450		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833475178	2023-10-19 00:24:35.332625	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023-T3G5	L27210211	P	23.5678630	68.5045530	2023-09-23	15:48:00	obsr1777443	S150539103	Traveling	P22	EBIRD	41	0.954		1	1	G10886451	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834363475	2023-10-19 00:27:45.987437	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T26G6	L27228408	P	23.9307647	70.6267687	2023-09-24	10:23:00	obsr1526687	S150627722	Traveling	P22	EBIRD	26	1.610		4	1	G10884653	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835950833	2023-12-11 08:50:51.854298	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Epicenter Homestay, Lodai, Gujarat	L8402271	H	23.3878323	69.9032915	2023-09-20	09:07:00	obsr360080	S150789729	Traveling	P22	EBIRD	25	0.690		4	1	G10870082	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1839881906	2023-10-20 12:11:30.016357	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T11G7	L27332806	P	23.0752120	69.1561430	2023-09-24	08:28:00	obsr1240749	S151184153	Traveling	P22	EBIRD	72	1.101		4	1	G10917745	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833416723	2023-12-11 08:49:32.901064	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T9G4	L27208751	P	23.1602617	68.9035723	2023-09-23	11:27:00	obsr741924	S150533518	Traveling	P22	EBIRD_IND	36	1.000		3	1	G10878366	0	1	0				
