GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1833407851	2023-10-19 11:48:13.20673	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				5					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T2G2	L27208298	P	23.6940181	68.6675916	2023-09-23	10:50:00	obsr1008779	S150532609	Traveling	P22	EBIRD	52	1.110		4	1	G10878281	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834261186	2023-10-06 06:35:46.314853	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				10					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Unnamed Road, Khari, Gujarat, IN (23.785, 69.817)	L27226361	P	23.7852152	69.8173259	2023-09-23	10:20:00	obsr391659	S150618040	Traveling	P22	EBIRD_IND	22	5.230		3	0	G10885785	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834266782	2023-10-19 17:04:50.904171	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Bhuj, Kachchh IN-GJ 23.72226, 69.86422	L27226393	P	23.7222620	69.8642240	2023-09-23	08:23:00	obsr645135	S150618240	Traveling	P22	EBIRD	8	5.042		3	1	G10884011	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1828184401	2023-12-11 08:49:28.526971	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Great Rann of Kutch	L27083564	P	23.3272170	69.8652240	2023-09-16	16:14:00	obsr871021	S150017593	Traveling	P22	EBIRD	143	30.000		6	1	G10847419	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1903916055	2023-12-23 08:16:41.076182	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				5					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T16G4	L27215727	P	23.4168530	69.3057180	2023-09-23	08:42:00	obsr1419186	S156914855	Traveling	P22	EBIRD_IND	42	1.006		3	1	G10880004	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832747462	2023-09-22 09:02:29.778275	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				20					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Devisar village and Khandavara pir,Banni,Kutch	L9887187	H	23.4053654	69.3323552	2023-09-22	16:11:00	obsr3105522	S150467348	Traveling	P22	EBIRD	70	19.653		8	1	G10874752	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834344159	2023-09-24 07:17:49.253935	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Lodrani, Gujarat, IN (23.901, 70.627)	L27225387	P	23.9014245	70.6271989	2023-09-24	09:54:00	obsr1526687	S150625409	Traveling	P22	EBIRD	8	1.570		3	1	G10883836	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890181445	2023-12-11 08:49:33.106735	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T17G4	L27208935	P	23.5396400	69.3889840	2023-09-23	10:45:00	obsr4399854	S155739445	Traveling	P22	EBIRD_IND	57	0.998		2	1	G10910222	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834352221	2023-12-11 08:49:39.318089	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				35					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Unnamed Road, Punrajpur, Gujarat, IN (23.78, 68.722)	L27228492	P	23.7800675	68.7224882	2023-09-24	13:18:00	obsr1055226	S150627268	Incidental	P20	EBIRD				4	0	G10884688	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833512303	2023-09-23 08:15:59.863248	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Devisar, Gujarat, IN (23.365, 70.124)	L27210951	P	23.3650944	70.1240444	2023-09-23	16:46:00	obsr1012996	S150542926	Traveling	P22	EBIRD	49	1.140		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834138541	2023-10-19 13:21:20.400607	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Bhuj, Gujarat, IN (23.258, 69.69)	L27224389	P	23.2576274	69.6902149	2023-09-24	07:02:00	obsr633406	S150608731	Traveling	P22	EBIRD	21	3.790		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1839484260	2023-10-30 18:33:31.316152	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T21G5	L27225209	P	23.9317110	69.7298500	2023-09-24	08:28:00	obsr836173	S151139468	Traveling	P22	EBIRD	62	1.048		3	1	G10889807	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1821607640	2023-12-11 08:48:42.937424	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				X					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Vang, Kutch (OBI)	L14877474	H	23.5107540	69.4092180	2023-09-08	18:04:00	obsr1055226	S149251582	Traveling	P22	EBIRD	250	38.000		2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834149159	2023-10-19 12:35:39.733671	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T27G4	L27224754	P	23.5577487	71.1117387	2023-09-24	07:15:00	obsr1494586	S150610821	Traveling	P22	EBIRD	63	1.070		3	1	G10883408	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833345945	2023-09-22 23:36:23.480429	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Unnamed Road, Mithi Rohar, Gujarat, IN (23.11, 70.197)	L27207520	P	23.1104869	70.1971555	2023-09-23	08:49:00	obsr1012996	S150528250	Traveling	P22	EBIRD	16	0.720		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1823445725	2023-12-11 08:50:33.94915	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Banni Grasslands--Lodai	L5372104	H	23.4383142	69.9236441	2023-09-08	16:15:00	obsr2690481	S149525831	Traveling	P22	EBIRD	184	15.000		8	1	G10818891	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833419286	2023-10-19 13:42:11.926566	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Naliya - Kothara - Bhuj Highway, Nani Vandh, Gujarat, IN (23.163, 68.91)	L27208739	P	23.1628093	68.9103817	2023-09-23	09:45:00	obsr2121818	S150533481	Stationary	P21	EBIRD_IND	10			3	1	G10878364	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1837848077	2023-12-11 08:48:33.775246	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				10					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Kutch Fossil Park	L12726580	H	23.9391144	70.1870155	2023-09-26	06:27:00	obsr226203	S150974371	Traveling	P22	EBIRD	149	2.732		5	1	G10899363	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1823448618	2023-12-11 08:50:35.988451	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Banni Grasslands--Lodai	L5372104	H	23.4383142	69.9236441	2023-09-09	06:34:00	obsr2690481	S149526169	Traveling	P22	EBIRD	300	15.000		8	1	G10818913	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890180032	2023-12-04 12:59:29.243574	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T27G4	L27224754	P	23.5577487	71.1117387	2023-09-24	07:15:00	obsr4399854	S155739386	Traveling	P22	EBIRD	63	1.070		3	1	G10883408	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835403208	2023-09-25 13:10:48.413298	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				25					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Dholavira-Janan Road, Dholavira, Gujarat, IN (23.875, 70.217)	L27248423	P	23.8751800	70.2171683	2023-09-23	06:09:00	obsr604291	S150735608	Traveling	P22	EBIRD	36	8.760		3	1	G10892123	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1836608230	2023-12-14 22:29:23.563245	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Chadva Rakhal	L3971802	H	23.1525530	69.4773420	2023-09-22	07:30:00	obsr3542724	S150852790	Traveling	P22	EBIRD	97	5.280		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834635286	2023-10-18 03:19:35.899154	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				10					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T6G6	L27227455	P	23.3132056	68.8689953	2023-09-24	11:26:00	obsr4425231	S150659200	Traveling	P22	EBIRD_IND	54	1.010		3	1	G10884433	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832070416	2023-12-11 08:49:57.806829	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Fot Mahadev Scrub Forest	L3547732	H	23.2443165	69.2014706	2023-09-21	16:10:00	obsr1046871	S150399934	Traveling	P22	EBIRD	159	7.789		4	1	G10871163	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835311762	2023-10-20 14:55:53.746137	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Rudramata Bridge	L14122905	H	23.3580579	69.6952558	2023-09-25	07:10:00	obsr1996915	S150723746	Traveling	P22	EBIRD_IND	51	0.840		2	1	G10891299	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835162159	2023-10-19 05:44:58.597368	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				11					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Fossil Park Road, Kachchh, Gujarat, IN (23.922, 70.181)	L27243985	P	23.9222926	70.1805711	2023-09-24	08:17:00	obsr824401	S150708465	Traveling	P22	EBIRD_IND	55	1.140		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890177772	2023-12-04 12:59:30.869383	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				8					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T25G4	L27212939	P	23.8377057	70.3750840	2023-09-23	15:45:00	obsr4399854	S155739420	Traveling	P22	EBIRD	40	0.970		3	1	G10879453	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1827137793	2023-09-15 02:10:53.826094	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Epicenter Homestay, Lodai, Gujarat	L8402271	H	23.3878323	69.9032915	2023-09-15	06:26:00	obsr871021	S149909488	Traveling	P22	EBIRD	243	10.000		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834201994	2023-09-24 00:19:58.130926	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				25					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Balarar-Lodrani Road, Kachchh, Gujarat, IN (23.849, 70.667)	L27225261	P	23.8493235	70.6671052	2023-09-24	09:26:00	obsr1493800	S150613201	Traveling	P22	EBIRD	21	7.350		3	1	G10883635	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1839036383	2023-09-30 13:56:51.990111	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T18G2	L27228494	P	23.2363312	69.8810527	2023-09-24	07:20:00	obsr4372642	S151096626	Traveling	P22	EBIRD	57	1.010		5	1	G10885643	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1847084786	2023-10-10 14:47:39.867957	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				10					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T12G4	L27208498	P	23.2299317	69.1402258	2023-09-23	09:53:00	obsr3542724	S151892853	Traveling	P22	EBIRD	61	0.730		3	1	G10880467	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833400561	2023-09-23 03:04:56.344273	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				28					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Gujarat State Highway 6, Kachchh, Gujarat, IN (23.699, 68.61)	L27208400	P	23.6986236	68.6097949	2023-09-23	09:36:00	obsr1173605	S150531982	Traveling	P22	EBIRD	14	0.830		5	1	G10878278	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833419392	2023-10-20 10:37:26.662	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T9G5	L27208746	P	23.1642959	68.9085295	2023-09-23	10:08:00	obsr2121818	S150533550	Traveling	P22	EBIRD_IND	36	1.000		3	1	G10878365	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834661102	2023-10-17 06:11:10.343654	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				10					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					NH 41, Kachchh IN-GJ 23.64108, 68.54357	L27207048	P	23.6410760	68.5435730	2023-09-23	08:37:00	obsr1777443	S150661620	Traveling	P22	EBIRD	88	12.088		1	1	G10886580	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833529765	2023-10-20 11:44:06.200028	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMS2023-T3G3	L27211760	P	23.4816280	68.5828320	2023-09-23	18:00:00	obsr1777443	S150546640	Traveling	P22	EBIRD	24	1.000		1	1	G10886453	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1822738376	2023-10-30 18:24:26.062892	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				7					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Epicenter Homestay	L27007877	P	23.3879410	69.9021944	2023-09-09	18:30:00	obsr1165592	S149454625	Historical	P62	EBIRD	45	2.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832256866	2023-10-19 04:37:59.406349	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				5					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Banni Grasslands--Hodka	L4277454	H	23.6707922	69.6005988	2023-09-21	10:19:00	obsr1213787	S150419574	Traveling	P22	EBIRD	26	6.810		4	1	G10871907	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834098992	2023-09-23 20:47:51.040915	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T30G1	L27223816	P	23.1973793	70.5412480	2023-09-23	17:55:00	obsr1065391	S150605492	Traveling	P22	EBIRD	51	1.010		3	1	G10882639	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890181140	2023-12-04 12:59:31.437044	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T15G2	L27210379	P	23.0172176	69.5721891	2023-09-23	16:15:00	obsr4399854	S155739432	Traveling	P22	EBIRD_IND	31	1.060		4	1	G10879086	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835247817	2023-10-30 18:31:05.401655	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Khatiya, Gujarat, IN (23.691, 68.961)	L27206386	P	23.6908756	68.9606691	2023-09-22	11:44:00	obsr1241180	S150715836	Traveling	P22	EBIRD	11	7.450		3	1	G10890865	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834235033	2023-09-24 02:00:17.101661	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Lodrani, Gujarat, IN (23.901, 70.627)	L27225387	P	23.9014245	70.6271989	2023-09-24	09:54:00	obsr2681904	S150615723	Traveling	P22	EBIRD	8	1.570		3	1	G10883836	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835222101	2023-10-18 23:30:14.574298	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T26G6	L27228408	P	23.9307647	70.6267687	2023-09-24	10:23:00	obsr1493800	S150713341	Traveling	P22	EBIRD	26	1.610		4	1	G10884653	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1841217102	2023-12-11 08:49:41.542463	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Chippar point	L27259464	P	23.9085280	70.4630950	2023-09-26	16:52:00	obsr226203	S151313185	Traveling	P22	EBIRD	53	2.188		5	1	G10899367	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1837881065	2023-10-18 23:40:14.448483	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T11G4	L27292680	P	22.9853220	69.1317940	2023-09-23	07:04:00	obsr1240749	S150977146	Traveling	P22	EBIRD	71	1.026		3	1	G10908069	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835357740	2023-10-19 02:09:44.512245	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC_Team23Grid4	L27247873	P	23.4808640	69.7764090	2023-09-23	11:22:00	obsr1391386	S150732317	Traveling	P22	EBIRD_IND	38	1.000		3	1	G10894954	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890179500	2023-12-04 12:59:28.338425	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					T19_G5	L27225900	P	23.0930240	69.8284434	2023-09-23	18:22:00	obsr4399854	S155739366	Traveling	P22	EBIRD_IND	45	1.000		4	1	G10894888	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833303440	2023-10-19 03:29:14.09206	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					NH 41, Kachchh IN-GJ 23.65290, 68.55217	L27206921	P	23.6529030	68.5521720	2023-09-23	07:12:00	obsr753720	S150525120	Traveling	P22	EBIRD	12	13.317		4	1	G10894796	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890179247	2023-12-04 12:59:27.732825	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				10					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T22G7	L27226243	P	23.8480680	69.7747490	2023-09-24	07:21:00	obsr4399854	S155739358	Traveling	P22	EBIRD	63	1.001		3	1	G10884022	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833398322	2023-12-19 11:51:29.651675	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T8G7	L27208348	P	23.6135900	69.2562300	2023-09-23	07:08:00	obsr1588246	S150531803	Traveling	P22	EBIRD	72	1.000		4	1	G11190401	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890178472	2023-12-04 12:59:25.481584	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T26G5	L27228744	P	23.8770382	70.7694700	2023-09-23	09:18:00	obsr4399854	S155739317	Traveling	P22	EBIRD	94	1.786		4	1	G10884645	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835247912	2023-12-11 08:49:30.307479	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Nara Road, Kachchh, Gujarat, IN (23.628, 69.037)	L27206348	P	23.6284595	69.0366988	2023-09-22	07:16:00	obsr1241180	S150715841	Traveling	P22	EBIRD	32	5.240		3	1	G10890870	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890176530	2023-12-11 08:49:31.759467	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Pmc2023_Team24_grid4	L27207976	P	23.4185248	69.9050381	2023-09-23	09:46:00	obsr4399854	S155739287	Traveling	P22	EBIRD_IND	62	1.750		2	1	G11248118	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835284019	2023-10-17 06:11:18.942959	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				15					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T25G7	L27245165	P	23.9227617	70.1802333	2023-09-24	08:15:00	obsr824401	S150720500	Traveling	P22	EBIRD	57	1.220		3	1	G10891104	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1836036051	2023-10-17 06:11:29.497669	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Sunset point dholavira	L27260123	P	23.9341790	70.1732990	2023-09-26	09:42:00	obsr645135	S150798618	Traveling	P22	EBIRD	18	0.364		5	1	G10899366	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833447139	2023-10-19 14:28:40.655759	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Aadhoi, Gujarat, IN (23.397, 70.503)	L27209653	P	23.3973565	70.5027981	2023-09-23	09:50:00	obsr1065391	S150536763	Traveling	P22	EBIRD	18	0.270		3	1	G10878535	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832263739	2023-12-11 08:49:57.370688	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Fot Mahadev Scrub Forest	L3547732	H	23.2443165	69.2014706	2023-09-21	16:10:00	obsr2305307	S150420007	Traveling	P22	EBIRD	159	7.789		4	1	G10871163	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1837223853	2023-10-20 15:12:37.948951	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T4G2 Lakhpat, Kachchh IN-GJ 23.50971, 68.78410	L27211563	P	23.5097060	68.7841020	2023-09-23	17:42:00	obsr4432559	S150912101	Traveling	P22	EBIRD	8	1.121		4	1	G10894800	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833796248	2023-09-28 02:40:39.87819	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T14G2	L27217093	P	22.9700172	69.4258366	2023-09-23	16:16:00	obsr2816832	S150575290	Traveling	P22	EBIRD	29	1.000		3	1	G10880416	0	1	0		Team 14 Grid 2		
URN:CornellLabOfOrnithology:EBIRD:OBS1834252955	2023-09-24 03:22:41.048855	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Little Rann of Kachchh--Zainabad Edge	L3315800	H	23.2804577	71.6669083	2023-09-23	17:45:00	obsr676596	S150617792	Stationary	P21	EBIRD	8			6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835893148	2023-10-19 14:12:03.219323	2051	species	avibase-0C1EFC9B	Eurasian Collared-Dove	Streptopelia decaocto				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Fuley eco campsite-Jatavira road, Kachchh IN-GJ 23.57346, 69.26647	L27235220	P	23.5734630	69.2664660	2023-09-23	08:19:00	obsr1522701	S150784040	Traveling	P22	EBIRD_IND	5	0.981		2	1	G10894968	0	1	0				
